transaction_id,timestamp,user_id,device_id,card_id,amount,billing_country,ip_country,merchant_category,is_fraud
txn_00000031,2026-01-01 02:10:15+00:00,usr_001697,dev_001697_0,card_001697,2656.51,GB,GB,fuel,0
txn_00000032,2026-01-01 02:11:29+00:00,usr_000630,dev_000630_0,card_000630,8109.4,GB,GB,retail,0
txn_00000033,2026-01-01 02:12:37+00:00,usr_001658,dev_001658_0,card_001658,2965.45,US,US,utilities,0
txn_00000034,2026-01-01 02:15:55+00:00,usr_001647,dev_001647_0,card_001647,3662.18,US,US,restaurant,0
txn_00000035,2026-01-01 02:21:52+00:00,usr_000770,dev_000770_0,card_000770,3202.76,IN,IN,fuel,0
txn_00000036,2026-01-01 02:28:16+00:00,usr_003015,dev_003015_0,card_003015,339.46,US,US,retail,0
txn_00000037,2026-01-01 02:29:10+00:00,usr_000551,dev_000551_0,card_000551,905.98,IN,IN,grocery,0
txn_00000038,2026-01-01 02:31:23+00:00,usr_002627,dev_002627_0,card_002627,848.98,GB,GB,restaurant,0
txn_00000039,2026-01-01 02:34:24+00:00,usr_002907,dev_002907_0,card_002907,1425.38,IN,IN,retail,0
txn_00000040,2026-01-01 02:42:36+00:00,usr_004067,dev_004067_0,card_004067,995.5,IN,IN,retail,0
txn_00000041,2026-01-01 02:43:56+00:00,usr_001745,dev_001745_0,card_001745,9778.86,IN,AU,grocery,1
txn_00000042,2026-01-01 02:45:41+00:00,usr_002949,dev_002949_0,card_002949,540.75,IN,IN,grocery,0
txn_00000043,2026-01-01 02:46:39+00:00,usr_001654,dev_001654_0,card_001654,362.22,SG,SG,fuel,0
txn_00000044,2026-01-01 02:47:46+00:00,usr_001270,dev_001270_0,card_001270,3688.04,SG,SG,digital_goods,0
txn_00000045,2026-01-01 02:49:10+00:00,usr_002730,dev_002730_0,card_002730,1344.03,IN,IN,grocery,0
txn_00000046,2026-01-01 02:49:39+00:00,usr_003487,dev_003487_0,card_003487,1134.83,US,US,utilities,0
txn_00000047,2026-01-01 02:50:47+00:00,usr_000898,dev_000898_0,card_000898,1008.59,DE,DE,digital_goods,0
txn_00000048,2026-01-01 02:52:14+00:00,usr_003464,dev_003464_0,card_003464,2146.68,IN,IN,grocery,0
txn_00000049,2026-01-01 02:52:24+00:00,usr_002929,dev_002929_0,card_002929,3727.25,US,US,electronics,0
txn_00000050,2026-01-01 02:52:55+00:00,usr_004073,dev_004073_0,card_004073,1675.48,IN,IN,fuel,0
txn_00000051,2026-01-01 02:55:09+00:00,usr_003175,dev_003175_0,card_003175,4954.16,AE,AE,fuel,0
txn_00000052,2026-01-01 02:55:21+00:00,usr_000124,dev_000124_0,card_000124,2688.24,GB,GB,utilities,0
txn_00000053,2026-01-01 02:56:09+00:00,usr_000957,dev_000957_0,card_000957,698.34,US,US,grocery,0
txn_00000054,2026-01-01 02:59:37+00:00,usr_001768,dev_001768_0,card_001768,1223.81,IN,IN,electronics,0
txn_00000055,2026-01-01 03:00:21+00:00,usr_003834,dev_003834_0,card_003834,1226.57,IN,IN,travel,0
txn_00000056,2026-01-01 03:01:46+00:00,usr_000229,dev_000229_0,card_000229,685.57,US,US,grocery,0
txn_00000057,2026-01-01 03:02:07+00:00,usr_003350,dev_003350_0,card_003350,974.06,IN,IN,fuel,0
txn_00000058,2026-01-01 03:03:54+00:00,usr_003938,dev_003938_0,card_003938,1804.93,GB,GB,restaurant,0
txn_00000059,2026-01-01 03:04:31+00:00,usr_000302,dev_000302_0,card_000302,780.83,IN,IN,grocery,0
txn_00000060,2026-01-01 03:04:34+00:00,usr_002810,dev_002810_0,card_002810,160.18,IN,IN,retail,0
txn_00000061,2026-01-01 03:04:40+00:00,usr_001798,dev_001798_0,card_001798,1999.33,AE,AE,digital_goods,0
txn_00000062,2026-01-01 03:08:51+00:00,usr_004067,dev_004067_0,card_004067,1398.82,IN,IN,digital_goods,0
txn_00000063,2026-01-01 03:09:15+00:00,usr_003774,dev_003774_0,card_003774,1116.25,DE,DE,retail,0
txn_00000064,2026-01-01 03:09:27+00:00,usr_000600,dev_000600_0,card_000600,481.68,IN,IN,restaurant,0
txn_00000065,2026-01-01 03:22:35+00:00,usr_002651,dev_002651_0,card_002651,495.33,AU,AU,grocery,0
txn_00000066,2026-01-01 03:25:32+00:00,usr_002133,dev_002133_0,card_002133,596.54,IN,IN,grocery,0
txn_00000067,2026-01-01 03:33:29+00:00,usr_002141,dev_002141_0,card_002141,1662.72,CA,CA,digital_goods,0
txn_00000068,2026-01-01 03:37:41+00:00,usr_002048,dev_002048_0,card_002048,1048.42,IN,IN,retail,0
txn_00000069,2026-01-01 03:41:13+00:00,usr_003681,dev_003681_0,card_003681,980.59,US,US,fuel,0
txn_00000070,2026-01-01 03:42:19+00:00,usr_001325,dev_001325_0,card_001325,624.85,US,US,grocery,1
txn_00000071,2026-01-01 03:44:14+00:00,usr_002002,dev_002002_0,card_002002,1477.33,US,US,fuel,0
txn_00000072,2026-01-01 03:52:28+00:00,usr_002491,dev_002491_0,card_002491,905.94,DE,CA,restaurant,0
txn_00000073,2026-01-01 03:56:13+00:00,usr_000898,dev_000898_0,card_000898,616.79,DE,DE,restaurant,0
txn_00000074,2026-01-01 03:57:49+00:00,usr_003339,dev_003339_0,card_003339,1964.99,US,US,grocery,1
txn_00000075,2026-01-01 03:58:39+00:00,usr_003073,dev_003073_0,card_003073,2034.52,DE,DE,restaurant,0
txn_00000076,2026-01-01 04:00:58+00:00,usr_003780,dev_003780_0,card_003780,9649.78,CA,CA,grocery,0
txn_00000077,2026-01-01 04:01:40+00:00,usr_001342,dev_001342_0,card_001342,1417.36,CA,GB,digital_goods,0
txn_00000078,2026-01-01 04:02:16+00:00,usr_003453,dev_003453_0,card_003453,1625.85,IN,IN,retail,0
txn_00000079,2026-01-01 04:04:24+00:00,usr_000966,dev_000966_0,card_000966,10330.14,AE,AE,restaurant,0
txn_00000080,2026-01-01 04:04:55+00:00,usr_001978,dev_001978_0,card_001978,2438.97,AU,AU,restaurant,0
txn_00000081,2026-01-01 04:06:23+00:00,usr_003001,dev_003001_0,card_003001,1895.17,IN,IN,electronics,0
txn_00000082,2026-01-01 04:08:07+00:00,usr_004003,dev_004003_0,card_004003,1082.23,GB,GB,grocery,0
txn_00000083,2026-01-01 04:09:14+00:00,usr_003852,dev_003852_0,card_003852,873.83,IN,IN,digital_goods,0
txn_00000084,2026-01-01 04:11:23+00:00,usr_003455,dev_003455_0,card_003455,610.48,US,US,retail,0
txn_00000085,2026-01-01 04:12:07+00:00,usr_000156,dev_000156_0,card_000156,892.51,US,US,electronics,0
txn_00000086,2026-01-01 04:12:29+00:00,usr_001487,dev_001487_0,card_001487,1366.18,IN,DE,fuel,0
txn_00000087,2026-01-01 04:16:25+00:00,usr_002073,dev_002073_0,card_002073,819.5,GB,GB,fuel,0
txn_00000088,2026-01-01 04:21:46+00:00,usr_002926,dev_002926_0,card_002926,2260.62,IN,IN,retail,0
txn_00000089,2026-01-01 04:23:41+00:00,usr_004071,dev_004071_0,card_004071,603.93,IN,IN,grocery,0
txn_00000090,2026-01-01 04:27:06+00:00,usr_003089,dev_003089_0,card_003089,2722.12,SG,SG,restaurant,0
txn_00000091,2026-01-01 04:33:38+00:00,usr_002009,dev_002009_0,card_002009,2222.04,IN,IN,restaurant,0
txn_00000092,2026-01-01 04:34:00+00:00,usr_000885,dev_000885_0,card_000885,424.09,IN,IN,restaurant,0
txn_00000093,2026-01-01 04:37:04+00:00,usr_002468,dev_002468_0,card_002468,238.94,SG,SG,fuel,0
txn_00000094,2026-01-01 04:39:54+00:00,usr_001832,dev_001832_0,card_001832,3184.0,IN,IN,utilities,0
txn_00000095,2026-01-01 04:43:10+00:00,usr_003386,dev_003386_0,card_003386,1037.18,IN,IN,restaurant,0
txn_00000100,2026-01-01 04:48:33+00:00,usr_003334,dev_003780_0,card_003780,707.58,IN,IN,grocery,0
txn_00000096,2026-01-01 04:49:16+00:00,usr_001477,dev_001477_0,card_001477,553.2,IN,AE,retail,0
txn_00000097,2026-01-01 04:50:23+00:00,usr_001280,dev_001280_0,card_001280,1207.74,IN,IN,retail,0
txn_00000101,2026-01-01 04:53:21+00:00,usr_001438,dev_003780_0,card_003780,3264.01,IN,IN,grocery,0
txn_00000102,2026-01-01 04:53:55+00:00,usr_003479,dev_003780_0,card_003780,471.43,AU,AU,grocery,0
txn_00000098,2026-01-01 04:55:01+00:00,usr_002122,dev_002122_0,card_002122,392.04,US,US,fuel,0
txn_00000099,2026-01-01 04:57:28+00:00,usr_000874,dev_000874_0,card_000874,4227.36,IN,IN,fuel,0
txn_00000103,2026-01-01 05:16:57+00:00,usr_000475,dev_003780_0,card_003780,525.28,IN,IN,travel,0
txn_00000104,2026-01-01 05:20:45+00:00,usr_001461,dev_003780_0,card_003780,2567.65,IN,IN,electronics,0
txn_00000105,2026-01-01 05:22:47+00:00,usr_001914,dev_003780_0,card_003780,2045.81,AU,AU,retail,0
txn_00000106,2026-01-01 05:24:18+00:00,usr_003780,dev_003780_0,card_003780,2305.81,CA,CA,grocery,0
txn_00000107,2026-01-01 05:25:39+00:00,usr_001881,dev_001881_0,card_001881,743.54,GB,GB,restaurant,0
txn_00000108,2026-01-01 05:29:58+00:00,usr_000606,newdev_0000108,card_000606,3221.23,IN,GB,electronics,1
txn_00000109,2026-01-01 05:33:02+00:00,usr_002750,dev_002750_0,card_002750,5267.93,DE,DE,fuel,0
txn_00000110,2026-01-01 05:33:57+00:00,usr_003347,dev_003347_0,card_003347,2232.89,SG,SG,travel,0
txn_00000111,2026-01-01 05:34:59+00:00,usr_001525,dev_001525_0,card_001525,9385.74,IN,IN,grocery,0
txn_00000112,2026-01-01 05:35:22+00:00,usr_000388,dev_000388_0,card_000388,1557.77,IN,IN,fuel,0
txn_00000113,2026-01-01 05:36:53+00:00,usr_000009,dev_000009_0,card_000009,10417.8,SG,SG,grocery,0
txn_00000114,2026-01-01 05:37:23+00:00,usr_001698,dev_001698_0,card_001698,2112.03,DE,DE,retail,0
txn_00000115,2026-01-01 05:40:40+00:00,usr_001624,dev_001624_0,card_001624,429.69,US,US,restaurant,0
txn_00000116,2026-01-01 05:43:46+00:00,usr_002627,dev_002627_0,card_002627,1779.58,GB,GB,retail,0
txn_00000117,2026-01-01 05:47:28+00:00,usr_002627,dev_002627_0,card_002627,1122.38,GB,DE,travel,0
txn_00000118,2026-01-01 05:48:36+00:00,usr_002564,dev_002564_0,card_002564,4371.38,US,US,retail,0
txn_00000119,2026-01-01 05:55:26+00:00,usr_002627,dev_002627_0,card_002627,528.02,GB,GB,grocery,0
txn_00000120,2026-01-01 05:56:39+00:00,usr_003592,dev_003592_0,card_003592,2113.29,AU,AU,retail,0
txn_00000121,2026-01-01 05:57:37+00:00,usr_000158,dev_000158_0,card_000158,599.37,IN,IN,restaurant,0
txn_00000122,2026-01-01 06:02:40+00:00,usr_002687,dev_002687_0,card_002687,282.17,IN,IN,grocery,0
txn_00000123,2026-01-01 06:03:56+00:00,usr_001093,dev_001093_0,card_001093,8689.2,IN,US,fuel,1
txn_00000124,2026-01-01 06:04:56+00:00,usr_003117,dev_003117_0,card_003117,1674.49,DE,DE,fuel,0
txn_00000125,2026-01-01 06:06:34+00:00,usr_001314,dev_001314_0,card_001314,184.7,AU,AU,restaurant,0
txn_00000126,2026-01-01 06:06:59+00:00,usr_000785,dev_000785_0,card_000785,9206.44,IN,IN,electronics,0
txn_00000127,2026-01-01 06:09:44+00:00,usr_000600,dev_000600_0,card_000600,290.82,IN,IN,grocery,0
txn_00000128,2026-01-01 06:14:34+00:00,usr_002596,dev_002596_0,card_002596,1171.81,SG,SG,electronics,0
txn_00000129,2026-01-01 06:16:05+00:00,usr_000898,dev_000898_0,card_000898,1417.0,DE,DE,restaurant,0
txn_00000130,2026-01-01 06:16:58+00:00,usr_001314,dev_001314_0,card_001314,160.75,AU,AU,utilities,0
txn_00000131,2026-01-01 06:20:26+00:00,usr_000156,dev_000156_0,card_000156,688.0,US,US,restaurant,0
txn_00000132,2026-01-01 06:21:17+00:00,usr_002716,dev_002716_0,card_002716,994.0,IN,IN,grocery,0
txn_00000133,2026-01-01 06:24:47+00:00,usr_000091,dev_000091_0,card_000091,1527.65,DE,DE,restaurant,0
txn_00000134,2026-01-01 06:27:32+00:00,usr_003236,dev_003236_0,card_003236,1242.32,AE,AE,retail,0
txn_00000135,2026-01-01 06:32:38+00:00,usr_002994,dev_002994_0,card_002994,2090.74,US,US,retail,0
txn_00000136,2026-01-01 06:32:56+00:00,usr_001155,dev_001155_0,card_001155,5969.53,IN,IN,digital_goods,0
txn_00000137,2026-01-01 06:35:20+00:00,usr_001893,dev_001893_0,card_001893,671.2,US,US,grocery,0
txn_00000138,2026-01-01 06:37:49+00:00,usr_002935,dev_002935_0,card_002935,5677.99,IN,IN,fuel,0
txn_00000139,2026-01-01 06:39:44+00:00,usr_001242,dev_001242_0,card_001242,2196.76,US,US,grocery,0
txn_00000140,2026-01-01 06:39:50+00:00,usr_003351,newdev_0000140,card_003351,22275.09,US,US,restaurant,1
txn_00000141,2026-01-01 06:45:59+00:00,usr_001686,dev_001686_0,card_001686,769.51,DE,DE,restaurant,0
txn_00000142,2026-01-01 06:46:57+00:00,usr_002446,dev_002446_0,card_002446,1826.6,IN,IN,electronics,0
txn_00000143,2026-01-01 06:47:31+00:00,usr_003334,dev_003334_0,card_003334,403.53,IN,IN,retail,0
txn_00000144,2026-01-01 06:49:33+00:00,usr_002689,dev_002689_0,card_002689,710.62,US,US,grocery,0
txn_00000145,2026-01-01 06:49:46+00:00,usr_003319,dev_003319_0,card_003319,2221.73,IN,IN,retail,0
txn_00000146,2026-01-01 06:57:28+00:00,usr_003746,dev_003746_0,card_003746,312.18,US,US,electronics,0
txn_00000147,2026-01-01 06:58:33+00:00,usr_000719,dev_000719_0,card_000719,977.71,SG,SG,retail,0
txn_00000148,2026-01-01 06:59:21+00:00,usr_001701,dev_001701_0,card_001701,2188.47,GB,GB,restaurant,0
txn_00000149,2026-01-01 07:00:57+00:00,usr_002350,dev_002350_0,card_002350,3753.96,IN,IN,travel,0
txn_00000150,2026-01-01 07:12:09+00:00,usr_001745,dev_001745_0,card_001745,1503.81,IN,IN,retail,0
txn_00000151,2026-01-01 07:12:14+00:00,usr_001636,dev_001636_0,card_001636,397.56,IN,IN,retail,0
txn_00000152,2026-01-01 07:14:37+00:00,usr_003388,dev_003388_0,card_003388,968.23,CA,CA,retail,0
txn_00000153,2026-01-01 07:17:16+00:00,usr_002523,dev_002523_0,card_002523,627.3,IN,IN,retail,0
txn_00000154,2026-01-01 07:18:21+00:00,usr_001501,dev_001501_0,card_001501,2873.12,IN,IN,fuel,0
txn_00000155,2026-01-01 07:18:43+00:00,usr_003085,dev_003085_0,card_003085,685.67,DE,DE,fuel,0
txn_00000156,2026-01-01 07:20:58+00:00,usr_003681,dev_003681_0,card_003681,2646.1,US,AE,electronics,0
txn_00000157,2026-01-01 07:21:09+00:00,usr_004099,dev_004099_0,card_004099,4814.51,US,US,grocery,0
txn_00000158,2026-01-01 07:21:51+00:00,usr_001270,dev_001270_0,card_001270,2892.58,SG,SG,utilities,0
txn_00000159,2026-01-01 07:29:46+00:00,usr_002974,dev_002974_0,card_002974,672.51,DE,DE,utilities,0
txn_00000160,2026-01-01 07:31:40+00:00,usr_000046,dev_000046_0,card_000046,2924.96,GB,GB,retail,0
txn_00000161,2026-01-01 07:32:20+00:00,usr_001279,dev_001279_0,card_001279,4973.78,SG,SG,utilities,0
txn_00000162,2026-01-01 07:33:55+00:00,usr_004064,dev_004064_0,card_004064,243.94,IN,IN,retail,0
txn_00000163,2026-01-01 07:34:29+00:00,usr_003351,dev_003351_0,card_003351,2937.14,US,US,restaurant,0
txn_00000164,2026-01-01 07:36:53+00:00,usr_002555,dev_002555_0,card_002555,12428.47,SG,SG,fuel,0
txn_00000165,2026-01-01 07:38:42+00:00,usr_001186,dev_001186_0,card_001186,362.77,IN,IN,retail,0
txn_00000166,2026-01-01 07:38:55+00:00,usr_001574,dev_001574_0,card_001574,242.51,US,US,grocery,0
txn_00000167,2026-01-01 07:46:24+00:00,usr_004150,dev_004150_0,card_004150,1120.23,IN,IN,utilities,0
txn_00000168,2026-01-01 07:54:36+00:00,usr_003469,dev_003469_0,card_003469,999.06,GB,GB,travel,0
txn_00000169,2026-01-01 07:55:08+00:00,usr_001362,dev_001362_0,card_001362,2457.87,US,US,digital_goods,0
txn_00000170,2026-01-01 07:58:51+00:00,usr_003175,dev_003175_0,card_003175,3597.72,AE,AE,digital_goods,0
txn_00000171,2026-01-01 07:59:51+00:00,usr_003026,dev_003026_0,card_003026,1124.21,IN,IN,grocery,0
txn_00000172,2026-01-01 08:02:53+00:00,usr_003351,dev_003351_0,card_003351,5089.54,US,US,restaurant,0
txn_00000173,2026-01-01 08:05:39+00:00,usr_002019,dev_002019_0,card_002019,1718.97,IN,IN,restaurant,0
txn_00000174,2026-01-01 08:14:59+00:00,usr_001914,dev_001914_0,card_001914,1542.29,AU,AU,retail,0
txn_00000175,2026-01-01 08:15:08+00:00,usr_001881,dev_001881_0,card_001881,1486.02,GB,GB,restaurant,0
txn_00000176,2026-01-01 08:23:19+00:00,usr_001061,dev_001061_0,card_001061,282.33,IN,IN,electronics,0
txn_00000177,2026-01-01 08:24:24+00:00,usr_002498,dev_002498_0,card_002498,7974.15,IN,IN,digital_goods,0
txn_00000178,2026-01-01 08:29:23+00:00,usr_002877,dev_002877_0,card_002877,1023.75,IN,US,fuel,0
txn_00000179,2026-01-01 08:31:44+00:00,usr_001553,dev_001553_0,card_001553,3296.44,GB,GB,fuel,0
txn_00000180,2026-01-01 08:32:09+00:00,usr_001914,dev_001914_0,card_001914,1055.86,AU,AU,restaurant,0
txn_00000181,2026-01-01 08:33:57+00:00,usr_002602,dev_002602_0,card_002602,2185.82,CA,CA,digital_goods,0
txn_00000182,2026-01-01 08:34:26+00:00,usr_003550,dev_003550_0,card_003550,2253.36,IN,IN,grocery,0
txn_00000183,2026-01-01 08:35:35+00:00,usr_000657,dev_000657_0,card_000657,1852.07,GB,GB,fuel,0
txn_00000184,2026-01-01 08:36:05+00:00,usr_000481,dev_000481_0,card_000481,321.55,IN,IN,fuel,0
txn_00000185,2026-01-01 08:37:31+00:00,usr_002133,dev_002133_0,card_002133,903.08,IN,IN,retail,0
txn_00000186,2026-01-01 08:37:39+00:00,usr_001532,dev_001532_0,card_001532,1346.85,GB,GB,restaurant,0
txn_00000187,2026-01-01 08:42:24+00:00,usr_002082,dev_002082_0,card_002082,1513.95,IN,IN,retail,0
txn_00000188,2026-01-01 08:46:28+00:00,usr_003125,dev_003125_0,card_003125,452.56,US,US,travel,0
txn_00000189,2026-01-01 08:46:31+00:00,usr_002935,dev_002935_0,card_002935,5958.43,IN,IN,grocery,0
txn_00000190,2026-01-01 08:57:55+00:00,usr_003288,dev_003288_0,card_003288,521.89,IN,IN,travel,0
txn_00000191,2026-01-01 08:58:41+00:00,usr_004050,dev_004050_0,card_004050,2486.09,IN,IN,travel,0
txn_00000192,2026-01-01 09:00:40+00:00,usr_001701,dev_001701_0,card_001701,3354.54,GB,GB,retail,0
txn_00000193,2026-01-01 09:02:52+00:00,usr_002707,dev_002707_0,card_002707,3372.09,CA,CA,utilities,0
txn_00000194,2026-01-01 09:04:56+00:00,usr_000243,dev_000243_0,card_000243,2646.66,IN,IN,fuel,0
txn_00000195,2026-01-01 09:05:36+00:00,usr_001548,dev_001548_0,card_001548,1093.41,US,US,retail,0
txn_00000196,2026-01-01 09:07:19+00:00,usr_001270,dev_001270_0,card_001270,2992.69,SG,SG,electronics,0
txn_00000197,2026-01-01 09:12:35+00:00,usr_002684,dev_002684_0,card_002684,1251.37,US,US,restaurant,0
txn_00000198,2026-01-01 09:14:00+00:00,usr_002730,dev_002730_0,card_002730,2850.68,IN,IN,digital_goods,0
txn_00000199,2026-01-01 09:14:54+00:00,usr_002935,dev_002935_0,card_002935,6421.58,IN,IN,retail,0
txn_00000200,2026-01-01 09:14:58+00:00,usr_002028,newdev_0000200,card_002028,31553.04,AE,DE,retail,1
txn_00000201,2026-01-01 09:17:56+00:00,usr_001870,dev_001870_0,card_001870,2594.89,IN,IN,fuel,0
txn_00000202,2026-01-01 09:19:50+00:00,usr_001824,dev_001824_0,card_001824,492.16,IN,IN,travel,0
txn_00000203,2026-01-01 09:20:11+00:00,usr_000216,dev_000216_0,card_000216,986.84,US,US,fuel,0
txn_00000204,2026-01-01 09:20:39+00:00,usr_003500,dev_003500_0,card_003500,357.59,IN,IN,electronics,0
txn_00000205,2026-01-01 09:22:20+00:00,usr_002342,dev_002342_0,card_002342,1139.72,US,US,retail,0
txn_00000206,2026-01-01 09:29:35+00:00,usr_001914,dev_001914_0,card_001914,1612.89,AU,AU,grocery,0
txn_00000207,2026-01-01 09:31:03+00:00,usr_003351,dev_003351_0,card_003351,4083.05,US,US,travel,0
txn_00000208,2026-01-01 09:35:16+00:00,usr_001462,dev_001462_0,card_001462,1556.61,GB,GB,retail,0
txn_00000209,2026-01-01 09:36:31+00:00,usr_003752,dev_003752_0,card_003752,868.24,IN,IN,grocery,0
txn_00000210,2026-01-01 09:38:22+00:00,usr_001384,dev_001384_0,card_001384,1164.81,IN,IN,retail,0
txn_00000211,2026-01-01 09:40:03+00:00,usr_003384,dev_003384_0,card_003384,9914.77,IN,IN,grocery,0
txn_00000212,2026-01-01 09:41:30+00:00,usr_000296,dev_000296_0,card_000296,2617.94,GB,GB,utilities,0
txn_00000213,2026-01-01 09:45:35+00:00,usr_004150,dev_004150_0,card_004150,906.28,IN,IN,travel,0
txn_00000214,2026-01-01 09:51:10+00:00,usr_001389,dev_001389_0,card_001389,1466.57,IN,IN,grocery,0
txn_00000215,2026-01-01 09:52:38+00:00,usr_001878,dev_001878_0,card_001878,3409.21,IN,IN,grocery,0
txn_00000216,2026-01-01 09:53:30+00:00,usr_002560,dev_002560_0,card_002560,7773.77,IN,IN,digital_goods,0
txn_00000217,2026-01-01 09:53:59+00:00,usr_000103,dev_000103_0,card_000103,538.66,AU,AU,retail,0
txn_00000218,2026-01-01 09:54:03+00:00,usr_003034,dev_003034_0,card_003034,1131.45,IN,IN,fuel,0
txn_00000219,2026-01-01 09:55:40+00:00,usr_002511,dev_002511_0,card_002511,4118.86,US,US,digital_goods,0
txn_00000220,2026-01-01 09:59:39+00:00,usr_002183,dev_002183_0,card_002183,439.2,IN,IN,fuel,0
txn_00000221,2026-01-01 10:09:35+00:00,usr_001874,newdev_0000221,card_001874,10870.76,IN,CA,grocery,0
txn_00000222,2026-01-01 10:10:32+00:00,usr_000044,dev_000044_0,card_000044,1473.62,AU,AU,utilities,0
txn_00000223,2026-01-01 10:10:59+00:00,usr_001798,dev_001798_0,card_001798,1335.74,AE,AE,retail,0
txn_00000224,2026-01-01 10:18:56+00:00,usr_003747,dev_003747_0,card_003747,5943.7,IN,IN,electronics,0
txn_00000225,2026-01-01 10:19:44+00:00,usr_002231,dev_002231_0,card_002231,1592.93,IN,IN,travel,0
txn_00000226,2026-01-01 10:19:47+00:00,usr_003424,dev_003424_0,card_003424,2318.66,IN,IN,retail,0
txn_00000227,2026-01-01 10:21:03+00:00,usr_003294,dev_003294_0,card_003294,824.84,IN,IN,grocery,0
txn_00000228,2026-01-01 10:21:58+00:00,usr_001556,dev_001556_0,card_001556,351.05,IN,IN,electronics,0
txn_00000229,2026-01-01 10:23:16+00:00,usr_001110,dev_001110_0,card_001110,4750.61,AU,AU,digital_goods,0
txn_00000230,2026-01-01 10:23:48+00:00,usr_003449,dev_003449_0,card_003449,153.29,IN,IN,travel,0
txn_00000231,2026-01-01 10:30:38+00:00,usr_003593,dev_003593_0,card_003593,556.47,US,US,grocery,0
txn_00000232,2026-01-01 10:31:57+00:00,usr_003351,dev_003351_0,card_003351,3414.69,US,US,electronics,0
txn_00000233,2026-01-01 10:33:50+00:00,usr_003208,dev_003208_0,card_003208,4103.42,IN,IN,fuel,0
