scale_pos_weight,max_depth,n_estimators,learning_rate,scale_pos_weight_multiplier,validation_pr_auc,validation_roc_auc
115.40041928721175,6,100,0.01,2.0,0.2655222992644739,0.863273860411816
115.40041928721175,8,300,0.1,2.0,0.2646429268126474,0.8488158469150175
57.700209643605874,6,100,0.3,1.0,0.26454038437792105,0.8388637769208381
57.700209643605874,4,300,0.3,1.0,0.26224718559249527,0.8452279176367868
57.700209643605874,8,300,0.1,1.0,0.26094848917347774,0.8522559844295693
115.40041928721175,4,500,0.3,2.0,0.2608613091186579,0.8480314137077998
57.700209643605874,8,500,0.1,1.0,0.26078927741709185,0.8561065283032595
115.40041928721175,8,100,0.01,2.0,0.2603682552033905,0.8394316383512805
57.700209643605874,5,100,0.3,1.0,0.260326321679919,0.842974661670547
28.850104821802937,4,500,0.3,0.5,0.2565555644372801,0.8486635077124565
57.700209643605874,4,500,0.3,1.0,0.25632199333164585,0.8335728317811409
28.850104821802937,8,300,0.3,0.5,0.253790520436354,0.8530870288853318
28.850104821802937,6,300,0.3,0.5,0.2502180676157707,0.8551026811699651
115.40041928721175,6,300,0.3,2.0,0.24924899483214066,0.8358158560098953
28.850104821802937,8,500,0.3,0.5,0.24910910978836912,0.855624499781723
28.850104821802937,6,500,0.3,0.5,0.2477562385495704,0.8516852808498254
57.700209643605874,6,300,0.3,1.0,0.24674479161132443,0.8459998453870781
115.40041928721175,6,500,0.3,2.0,0.2464227394352046,0.838149829016298
57.700209643605874,8,100,0.3,1.0,0.24522871216805908,0.8558223133731082
115.40041928721175,8,300,0.3,2.0,0.24434036419573138,0.8554505602444704
28.850104821802937,5,300,0.3,0.5,0.2442636005322799,0.8519649483410943
115.40041928721175,5,500,0.3,2.0,0.24374755934064338,0.8458043055151339
115.40041928721175,8,500,0.3,2.0,0.242717193899123,0.8555312772846333
115.40041928721175,5,300,0.3,2.0,0.24150629983676686,0.8457883894790453
57.700209643605874,6,500,0.3,1.0,0.2409399526730473,0.8476494288416763
57.700209643605874,5,300,0.3,1.0,0.2404147092351732,0.8415444921420256
57.700209643605874,5,500,0.3,1.0,0.24028436510961262,0.8432713820576251
57.700209643605874,8,300,0.3,1.0,0.2360026774863917,0.8565805988067521
28.850104821802937,5,500,0.3,0.5,0.22608715167040816,0.8492421693102445
57.700209643605874,8,500,0.3,1.0,0.22553949484721486,0.8537759658760187
