threshold,precision,recall,f1,tp,fp,tn,fn,total_cost
0.39999999999999997,0.18369098712446352,0.7254237288135593,0.29315068493150687,214,951,13754,81,45255.0
0.4099999999999999,0.1868421052631579,0.7220338983050848,0.29686411149825787,213,927,13778,82,45635.0
0.41999999999999993,0.18889883616830797,0.7152542372881356,0.2988668555240793,211,906,13799,84,46530.0
0.42999999999999994,0.19269406392694063,0.7152542372881356,0.3035971223021583,211,884,13821,84,46420.0
0.43999999999999995,0.19441860465116279,0.7084745762711865,0.3051094890510949,209,866,13839,86,47330.0
0.44999999999999996,0.1988582302568982,0.7084745762711865,0.31054977711738485,209,842,13863,86,47210.0
0.4599999999999999,0.20097560975609757,0.6983050847457627,0.31212121212121213,206,819,13886,89,48595.0
0.4699999999999999,0.20418326693227093,0.6949152542372882,0.3156274056966898,205,799,13906,90,48995.0
0.4799999999999999,0.20875763747454176,0.6949152542372882,0.32106499608457323,205,777,13928,90,48885.0
0.48999999999999994,0.21287642782969884,0.6949152542372882,0.32591414944356123,205,758,13947,90,48790.0
0.49999999999999994,0.21818181818181817,0.6915254237288135,0.33170731707317075,204,731,13974,91,49155.0
0.51,0.22161572052401746,0.688135593220339,0.3352601156069364,203,713,13992,92,49565.0
0.5199999999999999,0.22727272727272727,0.6779661016949152,0.3404255319148936,200,680,14025,95,50900.0
0.5299999999999999,0.23157894736842105,0.6711864406779661,0.3443478260869565,198,657,14048,97,51785.0
0.5399999999999999,0.23564593301435408,0.6677966101694915,0.34836427939876213,197,639,14066,98,52195.0
0.5499999999999999,0.2419753086419753,0.6644067796610169,0.3547511312217195,196,614,14091,99,52570.0
0.5599999999999999,0.2459016393442623,0.6610169491525424,0.3584558823529412,195,598,14107,100,52990.0
0.5699999999999998,0.2519480519480519,0.6576271186440678,0.3643192488262911,194,576,14129,101,53380.0
0.5799999999999998,0.25771812080536916,0.6508474576271186,0.36923076923076925,192,553,14152,103,54265.0
0.5899999999999999,0.26490984743411927,0.6474576271186441,0.37598425196850394,191,530,14175,104,54650.0
0.5999999999999999,0.2693409742120344,0.6372881355932203,0.37865055387714,188,510,14195,107,56050.0
0.6099999999999999,0.276218611521418,0.6338983050847458,0.38477366255144035,187,490,14215,108,56450.0
0.6199999999999999,0.2831050228310502,0.6305084745762712,0.3907563025210084,186,471,14234,109,56855.0
0.6299999999999999,0.2893081761006289,0.6237288135593221,0.3952738990332975,184,452,14253,111,57760.0
0.6399999999999999,0.2912,0.6169491525423729,0.39565217391304347,182,443,14262,113,58715.0
0.6499999999999999,0.29200652528548127,0.6067796610169491,0.394273127753304,179,434,14271,116,60170.0
0.6599999999999999,0.2983050847457627,0.5966101694915255,0.3977401129943503,176,414,14291,119,61570.0
0.6699999999999999,0.30973451327433627,0.5932203389830508,0.4069767441860465,175,390,14315,120,61950.0
0.6799999999999999,0.31636363636363635,0.5898305084745763,0.41183431952662725,174,376,14329,121,62380.0
0.69,0.32044198895027626,0.5898305084745763,0.4152744630071599,174,369,14336,121,62345.0
0.7,0.3275862068965517,0.5796610169491525,0.4186046511627907,171,351,14354,124,63755.0
0.71,0.3306930693069307,0.5661016949152542,0.4175,167,338,14367,128,65690.0
0.72,0.3422131147540984,0.5661016949152542,0.42656449553001274,167,321,14384,128,65605.0
0.73,0.346072186836518,0.5525423728813559,0.4255874673629243,163,308,14397,132,67540.0
0.74,0.34725274725274724,0.535593220338983,0.42133333333333334,158,297,14408,137,69985.0
0.75,0.3563218390804598,0.5254237288135594,0.4246575342465753,155,280,14425,140,71400.0
0.7599999999999998,0.3619047619047619,0.5152542372881356,0.4251748251748252,152,268,14437,143,72840.0
0.7699999999999998,0.3728395061728395,0.511864406779661,0.43142857142857144,151,254,14451,144,73270.0
0.7799999999999998,0.38010204081632654,0.5050847457627119,0.43377001455604075,149,243,14462,146,74215.0
0.7899999999999998,0.3862433862433862,0.49491525423728816,0.4338781575037147,146,232,14473,149,75660.0
0.7999999999999998,0.3917808219178082,0.4847457627118644,0.43333333333333335,143,222,14483,152,77110.0
0.8099999999999998,0.4,0.48135593220338985,0.4369230769230769,142,213,14492,153,77565.0
0.8199999999999998,0.40816326530612246,0.4745762711864407,0.438871473354232,140,203,14502,155,78515.0
0.8299999999999998,0.4169184290030212,0.46779661016949153,0.44089456869009586,138,193,14512,157,79465.0
0.8399999999999999,0.4272151898734177,0.4576271186440678,0.44189852700491,135,181,14524,160,80905.0
0.8499999999999999,0.4215686274509804,0.43728813559322033,0.4292845257903494,129,177,14528,166,83885.0
0.8599999999999999,0.42033898305084744,0.42033898305084744,0.42033898305084744,124,171,14534,171,86355.0
0.8699999999999999,0.425531914893617,0.4067796610169492,0.41594454072790293,120,162,14543,175,88310.0
0.8799999999999999,0.4317343173431734,0.39661016949152544,0.4134275618374558,117,154,14551,178,89770.0
0.8899999999999999,0.437984496124031,0.38305084745762713,0.40867992766726946,113,145,14560,182,91725.0
0.8999999999999999,0.425,0.34576271186440677,0.3813084112149533,102,138,14567,193,97190.0
0.9099999999999999,0.4144144144144144,0.31186440677966104,0.35589941972920697,92,130,14575,203,102150.0
0.9199999999999999,0.39603960396039606,0.2711864406779661,0.32193158953722334,80,122,14583,215,108110.0
0.9299999999999999,0.4171779141104294,0.2305084745762712,0.29694323144104806,68,95,14610,227,113975.0
0.94,0.39344262295081966,0.16271186440677965,0.2302158273381295,48,74,14631,247,123870.0
0.95,0.41025641025641024,0.10847457627118644,0.17158176943699732,32,46,14659,263,131730.0
0.96,0.43902439024390244,0.061016949152542375,0.10714285714285714,18,23,14682,277,138615.0
0.9699999999999998,0.8,0.02711864406779661,0.05245901639344262,8,2,14703,287,143510.0
0.9799999999999998,0.0,0.0,0.0,0,1,14704,295,147505.0
0.99,0.0,0.0,0.0,0,0,14705,295,147500.0
